identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD026121,Cultism,2023-01-07,2023-01-07,2,Rivers,1,1
IBD026171,Policemen Vs Bandits,2023-01-07,2023-01-07,2,Bauchi,1,1
IBD026150,Hotelier,2023-01-07,2023-01-07,1,Ogun,1,1
IBD026131,Suspected Robber,2023-01-07,2023-01-07,1,Lagos,1,1
IBD026118,Police Vs Gunrunners,2023-01-07,2023-01-07,2,Zamfara,1,1
IBD026381,Police Vs Gunmen,2023-01-07,2023-01-07,2,Zamfara,1,1
IBD026968,Ritual Killing,2023-01-07,2023-01-07,1,Ogun,1,1
IBD026161,Auto Crash,2023-01-06,2023-01-06,1,Oyo,1,1
IBD026138,Domestic Violence,2023-01-06,2023-01-06,1,Lagos,1,1
IBD026112,Auto Crash,2023-01-06,2023-01-06,3,Ogun,1,1
IBD026120,Gunmen Kill 1,2023-01-06,2023-01-06,1,Delta,1,1
IBD026132,Auto Crash,2023-01-06,2023-01-06,1,Lagos,1,1
IBD026144,Bandits Kill 1,2023-01-05,2023-01-05,1,Kaduna,1,1
IBD026109,Man Vs Wife,2023-01-05,2023-01-05,1,Bauchi,1,1
IBD026133,Cult Killing,2023-01-05,2023-01-05,1,Ondo,1,1
IBD026580,One Dead,2023-01-05,2023-01-05,1,Abia,1,1
IBD026139,Man Dies,2023-01-05,2023-01-05,1,Anambra,1,1
IBD026122,Siblings In Fraud,2023-01-04,2023-01-04,1,Delta,1,1
IBD026101,Gunmen Kill Vigilante,2023-01-04,2023-01-04,1,Anambra,1,1
IBD026082,Communal Clash,2023-01-04,2023-01-04,1,Ondo,1,1
IBD026093,Police Vs Kidnappers,2023-01-04,2023-01-04,3,Bauchi,1,1
IBD026128,Man In Police Cell,2023-01-04,2023-01-04,1,Abia,1,1
IBD026111,Auto Crash,2023-01-04,2023-01-04,7,Kano,1,1
IBD026116,Police Vs Bandits,2023-01-04,2023-01-04,3,Nasarawa,1,1
IBD026113,Auto Crash,2023-01-04,2023-01-04,18,Bauchi,1,1
IBD026124,Police Kill Robber,2023-01-04,2023-01-04,1,Edo,1,1
IBD026126,Police Vs Terrorist,2023-01-04,2023-01-04,1,Katsina,1,1
IBD026098,Cult War,2023-01-03,2023-01-03,5,Delta,1,1
IBD026107,Boy Drowns,2023-01-03,2023-01-03,1,Delta,1,1
IBD026077,Auto Crash,2023-01-03,2023-01-03,2,Kwara,1,1
IBD026105,Cultists Kill Man,2023-01-03,2023-01-03,3,Anambra,1,1
IBD026095,Boat Mishap,2023-01-03,2023-01-03,20,Kebbi,1,1
IBD026081,Auto Crash,2023-01-03,2023-01-03,1,Lagos,1,1
IBD026076,Auto Crash,2023-01-03,2023-01-03,15,Kogi,1,1
IBD026092,Youths Killed,2023-01-03,2023-01-03,4,Ondo,1,1
IBD026291,One Killed,2023-01-03,2023-01-03,1,Oyo,1,1
IBD026083,Son Vs Father,2023-01-03,2023-01-03,1,Akwa Ibom,1,1
IBD026099,Couple Found Dead,2023-01-02,2023-01-02,2,Kano,1,1
IBD026075,Police Vs Bandit,2023-01-02,2023-01-02,1,Katsina,1,1
IBD026087,Gunmen Attack,2023-01-02,2023-01-02,1,Nasarawa,1,1
IBD026100,Army Officer Vs Passenger,2023-01-02,2023-01-02,1,Abuja,1,1
IBD026085,Policemen Killed In Ohakim Convoy,2023-01-02,2023-01-02,4,Imo,1,1
IBD026091,Gunmen Attack,2023-01-02,2023-01-02,1,Anambra,1,1
IBD026356,Medical Negligence,2023-01-02,2023-01-02,1,Bauchi,1,1
IBD026781,Medical Negligence,2023-01-02,2023-01-02,1,Delta,1,1
IBD026102,Sex Romp,2023-01-02,2023-01-02,1,Ekiti,1,1
IBD026088,Army Vs Bandits,2023-01-01,2023-01-03,3,Kaduna,1,1
IBD026072,Hoodlums Vs Couple,2023-01-01,2023-01-01,3,Ogun,1,1
IBD026096,Army Vs Boko Haram,2023-01-01,2023-01-01,32,Borno,1,1
IBD026074,Auto Crash,2023-01-01,2023-01-01,5,Oyo,1,1
IBD026090,Gunmen Attack,2023-01-01,2023-01-01,2,Imo,1,1
IBD026089,Gunmen Attack,2023-01-01,2023-01-01,4,Anambra,1,1
IBD026125,Police Vs Hoodlum,2023-01-01,2023-01-01,1,Katsina,1,1
IBD026103,Police Kill Bandit,2023-01-01,2023-01-01,1,Zamfara,1,1
IBD026078,Auto Crash,2023-01-01,2023-01-01,7,Bauchi,1,1
IBD026069,Gunmen Vs Ebubeagu Commander,2023-01-01,2023-01-01,1,Ebonyi,1,1
IBD026079,Auto Crash,2023-01-01,2023-01-01,1,Ogun,1,1
IBD026080,Auto Crash,2023-01-01,2023-01-01,7,Ogun,1,1
IBD028056,Ritualist Shrine,2023-01-01,2023-06-30,5,Oyo,1,6
IBD026110,Woman Vs Co Wife,2023-01-01,2023-01-01,1,Bauchi,1,1
IBD028043,Police Kill Kidnapper,2023-01-20,2023-01-20,1,Yobe,1,1
IBD026331,Assailants Vs Man,2022-12-31,2022-12-31,1,Delta,12,12
IBD026163,Communal Clash,2022-12-31,2022-12-31,3,Delta,12,12
IBD026097,Political Issue,2022-12-31,2022-12-31,2,Sokoto,12,12
IBD026117,Police Vs Bandits,2022-12-31,2022-12-31,20,Bauchi,12,12
IBD026094,Police Vs Kidnappers Bandits,2022-12-31,2022-12-31,10,Bauchi,12,12
IBD026086,Auto Crash,2022-12-31,2022-12-31,4,Niger,12,12
IBD026070,Inferno,2022-12-30,2022-12-30,2,Akwa Ibom,12,12
IBD026040,Auto Crash,2022-12-29,2022-12-29,3,Delta,12,12
IBD026084,Kidnappers Kill Doctor,2022-12-29,2022-12-29,1,Delta,12,12
IBD026037,Bomb Blast,2022-12-29,2022-12-29,4,Kogi,12,12
IBD026061,Motorist Dies,2022-12-29,2022-12-29,1,Oyo,12,12
IBD026052,Banditry,2022-12-29,2022-12-29,32,Bauchi,12,12
IBD026044,Political Supremacy,2022-12-28,2022-12-28,3,Ebonyi,12,12
IBD026043,Auto Crash,2022-12-28,2022-12-28,2,Kogi,12,12
IBD026240,Man Vs Security Guard,2022-12-28,2022-12-28,1,Ondo,12,12
IBD026063,Assailants Vs Policeman,2022-12-28,2022-12-28,1,Bayelsa,12,12
IBD026039,Political Violence,2022-12-28,2022-12-28,1,Oyo,12,12
IBD026108,Ritual Killing,2022-12-28,2022-12-28,3,Ogun,12,12
IBD026055,Police Vs Kidnappers,2022-12-28,2022-12-28,1,Delta,12,12
IBD026054,Gunmen Attack,2022-12-28,2022-12-28,1,Katsina,12,12
IBD026060,Auto Crash,2022-12-28,2022-12-28,6,Imo,12,12
IBD026033,Auto Crash,2022-12-28,2022-12-28,7,Ogun,12,12
IBD026032,Auto Crash,2022-12-27,2022-12-27,1,Lagos,12,12
IBD026028,Auto Crash,2022-12-27,2022-12-27,7,Niger,12,12
IBD026057,Banditry,2022-12-27,2022-12-27,10,Sokoto,12,12
IBD026034,Auto Crash,2022-12-27,2022-12-27,11,Niger,12,12
IBD026038,Boko Haram Explosion,2022-12-27,2022-12-27,1,Niger,12,12
IBD026036,Auto Crash,2022-12-27,2022-12-27,1,Ekiti,12,12
IBD026046,Assaliant Vs Man,2022-12-27,2022-12-27,1,Lagos,12,12
IBD026035,Auto Crash,2022-12-27,2022-12-27,8,Cross River,12,12
IBD026056,Banditry,2022-12-27,2022-12-27,10,Sokoto,12,12
IBD026042,Banditry,2022-12-27,2022-12-27,10,Sokoto,12,12
IBD026029,Auto Crash,2022-12-27,2022-12-27,10,Oyo,12,12
IBD026030,Auto Crash,2022-12-27,2022-12-27,3,Akwa Ibom,12,12
IBD026047,3 Drown,2022-12-26,2022-12-26,3,Lagos,12,12
IBD026051,Assailants Attack,2022-12-26,2022-12-26,2,Imo,12,12
IBD026049,Ritual Killing,2022-12-26,2022-12-26,3,Oyo,12,12
IBD026025,Auto Crash,2022-12-26,2022-12-26,1,Bauchi,12,12
IBD026064,Bandits Attack,2022-12-26,2022-12-26,4,Zamfara,12,12
IBD026067,Boko Haram Attack,2022-12-26,2022-12-26,8,Borno,12,12
IBD026258,Robbers Kill Drivers,2022-12-26,2022-12-26,3,Edo,12,12
IBD026068,Boko Haram Attack,2022-12-26,2022-12-26,20,Borno,12,12
IBD026018,Auto Crash,2022-12-26,2022-12-26,1,Ebonyi,12,12
IBD026008,Police Vs Female Lawyer,2022-12-25,2022-12-25,1,Lagos,12,12
IBD026007,Man Vs Lady,2022-12-25,2022-12-25,1,Cross River,12,12
IBD026021,Gunmen Attack,2022-12-25,2022-12-25,4,Delta,12,12
IBD026005,Auto Crash,2022-12-25,2022-12-25,3,Ogun,12,12
IBD026012,Auto Crash,2022-12-25,2022-12-25,5,Kaduna,12,12
IBD026020,Gunmen Attack,2022-12-25,2022-12-25,1,Kaduna,12,12
IBD026031,Auto Crash,2022-12-25,2022-12-25,8,Rivers,12,12
IBD029157,Robbers Vs Jogger,2022-12-25,2022-12-25,1,Abuja,12,12
IBD026004,Auto Crash,2022-12-25,2022-12-25,6,Bauchi,12,12
IBD026048,Assailants Attack,2022-12-25,2022-12-28,1,Enugu,12,12
IBD026013,Kidnappers Vs Siblings,2022-12-25,2022-12-25,4,Taraba,12,12
IBD026014,Thief Vs Jogger,2022-12-25,2022-12-25,1,Abuja,12,12
IBD026016,Boko Haram Vs Herders,2022-12-24,2022-12-24,17,Borno,12,12
IBD025988,Auto Crash,2022-12-24,2022-12-24,2,Anambra,12,12
IBD026011,Banditry,2022-12-24,2022-12-24,3,Kebbi,12,12
IBD026017,Auto Crash,2022-12-24,2022-12-24,2,Akwa Ibom,12,12
IBD026006,Cow Kills Youth,2022-12-24,2022-12-24,1,Bayelsa,12,12
IBD026119,Robber,2022-12-24,2022-12-24,1,Lagos,12,12
IBD026041,Police Vs Kidnappers,2022-12-24,2022-12-24,2,Delta,12,12
IBD026137,Man Kill Family Members,2022-12-24,2023-01-01,5,Enugu,12,1
IBD026003,Police Vs Robbers,2022-12-24,2022-12-24,2,Lagos,12,12
IBD026065,Mob Vs Phone Thief,2022-12-24,2022-12-24,1,Delta,12,12
IBD026024,Gunmen Attack,2022-12-24,2022-12-24,1,Plateau,12,12
IBD026221,Herdsmen Attack,2022-12-24,2022-12-24,2,Enugu,12,12
IBD026058,Found Dead,2022-12-23,2022-12-23,1,Anambra,12,12
IBD026062,Man Vs Colleague,2022-12-23,2022-12-23,1,Abuja,12,12
IBD025998,Bandits Vs Village Head,2022-12-23,2022-12-23,2,Niger,12,12
IBD029099,Bandits Kill Captive,2022-12-23,2022-12-23,1,Abuja,12,12
IBD025997,Banditry,2022-12-22,2022-12-22,10,Kaduna,12,12
IBD026001,Gunmen Vs Vigilante,2022-12-22,2022-12-22,2,Anambra,12,12
IBD025981,Auto Crash,2022-12-22,2022-12-22,4,Ogun,12,12
IBD026010,Inferno,2022-12-22,2022-12-22,3,Abuja,12,12
IBD025993,Banditry,2022-12-22,2022-12-22,1,Niger,12,12
IBD025989,Army Vs Bandits,2022-12-22,2022-12-22,4,Kaduna,12,12
IBD025999,Boat Mishap,2022-12-22,2022-12-22,1,Lagos,12,12
IBD026000,Army Vs Boko Haram Bornon,2022-12-22,2022-12-22,26,Unknown,12,12
IBD025982,Auto Crash,2022-12-22,2022-12-22,1,Lagos,12,12
IBD026027,Bandits Vs Pregnant Woman,2022-12-22,2022-12-22,1,Niger,12,12
IBD025994,Army Vs Bandits,2022-12-22,2022-12-22,2,Kaduna,12,12
IBD025992,Army Vs Bandits,2022-12-22,2022-12-22,4,Kaduna,12,12
IBD025984,Army Vs Boko Haram,2022-12-21,2022-12-27,119,Borno,12,12
IBD025986,Police Vs Bandits,2022-12-21,2022-12-21,12,Zamfara,12,12
IBD026009,Kidnappers Vs Woman,2022-12-21,2022-12-21,1,Kogi,12,12
IBD025975,Auto Crash,2022-12-21,2022-12-21,2,Delta,12,12
IBD025969,Gunmen Vs Police,2022-12-21,2022-12-21,2,Kogi,12,12
IBD025972,Electrocution,2022-12-21,2022-12-21,11,Kaduna,12,12
IBD025976,Auto Crash,2022-12-21,2022-12-21,6,Bauchi,12,12
IBD025974,Boat Mishap,2022-12-20,2022-12-20,3,Delta,12,12
IBD026127,Assailants Vs Man,2022-12-20,2022-12-20,1,Bauchi,12,12
IBD026022,Found Dead,2022-12-20,2022-12-20,3,Lagos,12,12
IBD025967,Auto Crash,2022-12-19,2022-12-19,1,Akwa Ibom,12,12
IBD025970,Army Vs Ipob Esn,2022-12-19,2022-12-19,14,Ebonyi,12,12
IBD025968,Soldier Vs Guest,2022-12-19,2022-12-19,2,Lagos,12,12
IBD025962,Auto Crash,2022-12-19,2022-12-19,8,Adamawa,12,12
IBD025957,Banditry,2022-12-18,2022-12-19,130,Zamfara,12,12
IBD025947,Auto Crash,2022-12-18,2022-12-18,3,Ondo,12,12
IBD025990,Banditry,2022-12-18,2022-12-18,1,Niger,12,12
IBD025973,Cult Killing,2022-12-18,2022-12-18,1,Akwa Ibom,12,12
IBD025958,Bandits Kill 37,2022-12-18,2022-12-18,35,Kaduna,12,12
IBD025961,Boat Mishap,2022-12-18,2022-12-18,40,Kogi,12,12
IBD025959,Police Vs Kidnappers,2022-12-18,2022-12-18,12,Bauchi,12,12
IBD025965,Police Vs Armed Robbers,2022-12-18,2022-12-18,1,Kebbi,12,12
IBD026104,Guard,2022-12-18,2022-12-18,1,Anambra,12,12
IBD025963,Police Vs Kidnappers,2022-12-18,2022-12-18,4,Abia,12,12
IBD025944,Kidnappers Vs Businessman,2022-12-17,2022-12-17,1,Ondo,12,12
IBD025950,Fulani Attack,2022-12-17,2022-12-18,24,Enugu,12,12
IBD025991,Fish Farmer,2022-12-17,2022-12-17,1,Ogun,12,12
IBD025951,Auto Crash,2022-12-17,2022-12-17,14,Niger,12,12
IBD025946,Auto Crash,2022-12-17,2022-12-17,1,Bauchi,12,12
IBD025966,Auto Crash,2022-12-17,2022-12-17,11,Kano,12,12
IBD025943,Vigilante Vs Bandits,2022-12-17,2022-12-17,15,Zamfara,12,12
IBD025945,Man Vs Friend,2022-12-17,2022-12-17,1,Cross River,12,12
IBD025956,Kidnappers Kill Commissioner,2022-12-17,2022-12-17,1,Anambra,12,12
IBD029303,Kidnappers Vs Monarch,2022-12-17,2022-12-17,1,Imo,12,12
IBD025953,Inferno,2022-12-16,2022-12-16,3,Jigawa,12,12
IBD025938,Political Violence,2022-12-16,2022-12-16,1,Imo,12,12
IBD025949,Herdsmen Vs Farmers,2022-12-16,2022-12-16,3,Benue,12,12
IBD025942,Bandits Kill 20,2022-12-16,2022-12-16,20,Zamfara,12,12
IBD025931,Train Accident,2022-12-15,2022-12-15,1,Abuja,12,12
IBD025960,Police Vs Motorcyclist,2022-12-15,2022-12-15,1,Lagos,12,12
IBD025940,Cult Clash,2022-12-15,2022-12-15,3,Rivers,12,12
IBD026659,Cultism,2022-12-15,2022-12-15,2,Lagos,12,12
IBD025932,Auto Crash,2022-12-14,2022-12-14,1,Anambra,12,12
IBD025937,Police Vs Gunmen,2022-12-14,2022-12-14,2,Ebonyi,12,12
IBD025927,Electrocution,2022-12-14,2022-12-14,1,Lagos,12,12
IBD025941,Man Vs Friend,2022-12-14,2022-12-14,1,Delta,12,12
IBD025923,Police Vs Bandits,2022-12-14,2022-12-14,2,Katsina,12,12
IBD025930,Auto Crash,2022-12-14,2022-12-14,4,Borno,12,12
IBD025925,Terrorists Attack,2022-12-14,2022-12-14,4,Kaduna,12,12
IBD025939,Cult Killing,2022-12-13,2022-12-13,1,Osun,12,12
IBD025921,Terrorists Attack,2022-12-13,2022-12-13,3,Kaduna,12,12
IBD025934,Gunmen Attack,2022-12-13,2022-12-13,6,Sokoto,12,12
IBD025929,Woman Vs Neighbour,2022-12-13,2022-12-13,1,Kano,12,12
IBD025924,Police Vs Kidnappers,2022-12-13,2022-12-13,1,Delta,12,12
IBD026524,Robbers Vs Tricycle Rider,2022-12-13,2022-12-13,1,Ogun,12,12
IBD025922,Cult Killing,2022-12-13,2022-12-13,5,Akwa Ibom,12,12
IBD026837,Banditry,2022-12-13,2022-12-13,2,Kaduna,12,12
IBD025909,Gunmen Vs Police,2022-12-12,2022-12-12,5,Imo,12,12
IBD025918,Police Vs Bandits,2022-12-12,2022-12-12,1,Sokoto,12,12
IBD025916,Auto Crash,2022-12-12,2022-12-12,14,Kebbi,12,12
IBD025899,Gunmen Attack,2022-12-12,2022-12-12,5,Ebonyi,12,12
IBD025978,Police Vs Kidnappers,2022-12-12,2022-12-12,2,Ekiti,12,12
IBD026059,Man Vs Daughter,2022-12-11,2022-12-11,1,Akwa Ibom,12,12
IBD025910,Gunmen Vs Pregnant Woman,2022-12-11,2022-12-11,1,Borno,12,12
IBD025903,Auto Crash,2022-12-11,2022-12-11,1,Lagos,12,12
IBD025897,Assailant Vs Lady,2022-12-11,2022-12-11,1,Plateau,12,12
IBD025926,Policeman Vs Man,2022-12-11,2022-12-11,1,Rivers,12,12
IBD025912,Naf Vs Bandits,2022-12-11,2022-12-11,28,Kaduna,12,12
IBD025920,Gunmen Vs Man,2022-12-11,2022-12-11,1,Ogun,12,12
IBD025907,Tanker Explosion,2022-12-11,2022-12-11,1,Ogun,12,12
IBD025901,Auto Crash,2022-12-10,2022-12-10,6,Kogi,12,12
IBD025911,Naf Vs Bandits,2022-12-10,2022-12-10,10,Kaduna,12,12
IBD025906,Bandits Vs District Head,2022-12-10,2022-12-10,1,Zamfara,12,12
IBD025900,Auto Crash,2022-12-10,2022-12-10,6,Bauchi,12,12
IBD026170,Police Vs Kidnappers,2022-12-10,2022-12-10,4,Bauchi,12,12
IBD025919,Robber Vs Man,2022-12-10,2022-12-10,1,Ogun,12,12
IBD025890,Gunmen Vs Policeman,2022-12-09,2022-12-09,1,Imo,12,12
IBD025895,Gunmen Kill 2,2022-12-09,2022-12-09,2,Imo,12,12
IBD025915,Gunmen Vs Woman,2022-12-09,2022-12-09,1,Oyo,12,12
IBD025894,Gunmen Vs Expatriates,2022-12-09,2022-12-09,2,Imo,12,12
IBD025902,Gunmen Vs 8 Northerners,2022-12-09,2022-12-09,8,Imo,12,12
IBD025904,Banditry,2022-12-09,2022-12-10,27,Bauchi,12,12
IBD025898,Gunmen Kill 2,2022-12-09,2022-12-09,2,Enugu,12,12
IBD025893,Gunmen Kill 4,2022-12-09,2022-12-09,4,Imo,12,12
IBD025914,Policewoman Vs House Maid,2022-12-09,2022-12-09,1,Oyo,12,12
IBD025896,Police Vs Ipob Esn,2022-12-09,2022-12-09,10,Imo,12,12
IBD025885,Army Vs Ipob Esn,2022-12-08,2022-12-08,1,Enugu,12,12
IBD025928,Herdsmen Attack,2022-12-08,2022-12-08,1,Kwara,12,12
IBD025886,Banditry,2022-12-08,2022-12-08,3,Gombe,12,12
IBD025884,Gunmen Attack,2022-12-08,2022-12-08,12,Enugu,12,12
IBD025983,Auto Crash,2022-12-08,2022-12-08,1,Ogun,12,12
IBD025883,Army Vs Bandits,2022-12-07,2022-12-07,9,Kaduna,12,12
IBD025876,Police Vs Man,2022-12-07,2022-12-07,1,Lagos,12,12
IBD025878,Gunmen Attack,2022-12-06,2022-12-06,1,Abuja,12,12
IBD025870,Boxer Dies,2022-12-06,2022-12-06,1,Delta,12,12
IBD025888,Witchcraft,2022-12-06,2022-12-06,1,Bauchi,12,12
IBD025859,Auto Crash,2022-12-06,2022-12-06,7,Niger,12,12
IBD025880,Auto Crash,2022-12-06,2022-12-06,3,Jigawa,12,12
IBD025879,Army Vs Iswap,2022-12-06,2022-12-06,8,Borno,12,12
IBD025877,Man Vs Wife,2022-12-05,2022-12-05,1,Lagos,12,12
IBD025868,Bandits Vs Policemen,2022-12-05,2022-12-05,6,Sokoto,12,12
IBD025867,Cult Clash,2022-12-05,2022-12-05,4,Delta,12,12
IBD025872,Army Vs Bandits,2022-12-05,2022-12-05,30,Kaduna,12,12
IBD025874,Boko Haram Vs Iswap,2022-12-05,2022-12-05,56,Borno,12,12
IBD025856,Auto Crash,2022-12-05,2022-12-05,2,Anambra,12,12
IBD025881,Guard Vs Employer,2022-12-05,2022-12-05,1,Gombe,12,12
IBD025871,Policeman Vs Gunman,2022-12-05,2022-12-05,3,Ebonyi,12,12
IBD026045,Witchcraft,2022-12-04,2022-12-04,7,Adamawa,12,12
IBD025865,Vandals Vs Vigilante,2022-12-04,2022-12-04,1,Rivers,12,12
IBD025869,Security Agents Vs Tricycle Rider,2022-12-04,2022-12-04,1,Plateau,12,12
IBD025854,Domestic Violence,2022-12-04,2022-12-04,1,Lagos,12,12
IBD025917,Woman Vs Child,2022-12-04,2022-12-04,1,Kebbi,12,12
IBD025855,Army Vs Boko Haram,2022-12-03,2022-12-03,24,Borno,12,12
IBD025863,Collapsed Building,2022-12-03,2022-12-03,1,Akwa Ibom,12,12
IBD025853,Naval Officers Vs Police,2022-12-03,2022-12-03,1,Lagos,12,12
IBD025857,Auto Crash,2022-12-03,2022-12-03,3,Delta,12,12
IBD025860,Herders Vs Farmers,2022-12-02,2022-12-02,1,Rivers,12,12
IBD025849,Farmers Vs Herders,2022-12-02,2022-12-02,8,Borno,12,12
IBD025861,Robbers,2022-12-02,2022-12-02,2,Delta,12,12
IBD025851,Auto Crash,2022-12-02,2022-12-02,5,Bauchi,12,12
IBD025862,Robbers Vs Man,2022-12-02,2022-12-02,1,Oyo,12,12
IBD025858,Domestic Violence,2022-12-02,2022-12-02,1,Jigawa,12,12
IBD026265,Work Accident,2022-12-02,2022-12-02,1,Lagos,12,12
IBD025852,Army Vs Bandits,2022-12-02,2022-12-02,20,Niger,12,12
IBD025882,Pregnant Girl Dies,2022-12-02,2022-12-02,1,Akwa Ibom,12,12
IBD025847,Drug Overdose,2022-12-01,2022-12-01,4,Bayelsa,12,12
IBD025866,Naf Vs Bandits,2022-12-01,2022-12-01,17,Kaduna,12,12
IBD025913,Scrap Collector Vs Man,2022-12-01,2022-12-01,1,Lagos,12,12
IBD025840,Auto Crash,2022-12-01,2022-12-01,1,Enugu,12,12
IBD025839,Auto Crash,2022-12-01,2022-12-01,4,Adamawa,12,12
IBD025964,Mother Vs Son,2022-12-01,2022-12-01,1,Oyo,12,12
IBD025837,Assailants Vs Victim,2022-11-30,2022-11-30,1,Edo,11,11
IBD025846,Troops Vs Terrorist,2022-11-30,2022-11-30,3,Zamfara,11,11
IBD025844,Bandits Kill 1,2022-11-30,2022-11-30,1,Sokoto,11,11
IBD025843,Bandits Kill 6,2022-11-30,2022-11-30,6,Sokoto,11,11
IBD025838,Father Vs Daughter,2022-11-30,2022-11-30,1,Delta,11,11
IBD025842,Cultism,2022-11-30,2022-11-30,1,Lagos,11,11
IBD025828,Auto Crash,2022-11-30,2022-11-30,1,Lagos,11,11
IBD025829,Gunmen Vs Family,2022-11-30,2022-11-30,3,Benue,11,11
IBD025845,Troops Vs Terrorist,2022-11-30,2022-11-30,20,Katsina,11,11
IBD025850,Found Dead,2022-11-30,2022-11-30,1,Bauchi,11,11
IBD025826,Mother Vs Daughter,2022-11-29,2022-11-29,1,Cross River,11,11
IBD025820,Kidnap Victim,2022-11-29,2022-11-29,1,Katsina,11,11
IBD025835,Gunmen Vs Police,2022-11-29,2022-11-29,1,Delta,11,11
IBD025834,Boy Vs Girlfriend,2022-11-29,2022-11-29,1,Ogun,11,11
IBD025822,Charm Testing,2022-11-29,2022-11-29,1,Enugu,11,11
IBD025836,Medical Negligence,2022-11-29,2022-11-29,1,Rivers,11,11
IBD025819,Bandits Attack,2022-11-29,2022-11-29,2,Katsina,11,11
IBD025830,Hunters Vs Man,2022-11-29,2022-11-29,1,Ondo,11,11
IBD025821,Auto Crash,2022-11-28,2022-11-28,2,Bauchi,11,11
IBD025818,Political Violence,2022-11-28,2022-11-28,1,Kaduna,11,11
IBD025823,Assailants Vs Musician,2022-11-28,2022-11-28,1,Anambra,11,11
IBD025832,Domestic Violence,2022-11-28,2022-11-28,1,Bauchi,11,11
IBD025833,Kidnap Victims,2022-11-28,2022-11-28,2,Kaduna,11,11
IBD025817,Gunmen Attack,2022-11-28,2022-11-28,1,Kogi,11,11
IBD025802,Auto Crash,2022-11-27,2022-11-27,3,Ogun,11,11
IBD025841,Robbers Vs Woman,2022-11-27,2022-11-27,1,Kogi,11,11
IBD025815,Food Poisoning,2022-11-27,2022-11-27,3,Kaduna,11,11
IBD025808,Assailants Vs Motorcycle Thief,2022-11-27,2022-11-27,1,Edo,11,11
IBD026002,Fulani Militia Vs Man,2022-11-27,2022-11-27,1,Katsina,11,11
IBD026026,Cult Killing,2022-11-27,2022-11-27,1,Ogun,11,11
IBD025825,Naf Vs Iswap,2022-11-27,2022-11-27,30,Borno,11,11
IBD025803,Army Vs Bandits,2022-11-26,2022-11-26,4,Kaduna,11,11
IBD025804,Pirates,2022-11-26,2022-11-26,6,Akwa Ibom,11,11
IBD025799,Cult Clash,2022-11-26,2022-11-26,3,Anambra,11,11
IBD025979,Lawyer Vs Lover,2022-11-26,2022-11-26,1,Lagos,11,11
IBD025800,Gunmen Attack,2022-11-26,2022-11-26,2,Ondo,11,11
IBD025824,Herbalist Vs Lotto Operator,2022-11-25,2022-11-25,1,Ogun,11,11
IBD025794,Gunmen Attack,2022-11-25,2022-11-25,11,Kaduna,11,11
IBD025796,Gunmen Attack,2022-11-25,2022-11-25,2,Kaduna,11,11
IBD025795,Gunmen Attack,2022-11-25,2022-11-25,2,Kaduna,11,11
IBD025801,Man Vs Boy,2022-11-25,2022-11-25,1,Ogun,11,11
IBD025798,Army Vs Boko Haram,2022-11-24,2022-11-24,5,Borno,11,11
IBD025792,Auto Crash,2022-11-24,2022-11-24,2,Delta,11,11
IBD025827,Naf Vs Iswap,2022-11-24,2022-11-29,41,Borno,11,11
IBD025789,Gunmen Vs Police,2022-11-24,2022-11-24,4,Rivers,11,11
IBD025790,Banditry,2022-11-23,2022-11-23,19,Zamfara,11,11
IBD025788,Ritual Killing,2022-11-23,2022-11-23,1,Ogun,11,11
IBD025783,Auto Crash,2022-11-23,2022-11-23,1,Lagos,11,11
IBD025805,Political Crisis,2022-11-23,2022-11-23,1,Borno,11,11
IBD025778,Police Vs Youths,2022-11-23,2022-11-23,1,Osun,11,11
IBD025764,Auto Crash,2022-11-22,2022-11-22,37,Bauchi,11,11
IBD025777,Gunmen Attack,2022-11-22,2022-11-22,8,Plateau,11,11
IBD025831,Woman Vs Septuagenarian,2022-11-22,2022-11-22,1,Ogun,11,11
IBD025765,Police Vs Armed Robbers,2022-11-22,2022-11-22,1,Imo,11,11
IBD025761,Auto Crash,2022-11-22,2022-11-22,17,Abuja,11,11
IBD025763,Auto Crash,2022-11-22,2022-11-22,37,Borno,11,11
IBD025766,Auto Crash,2022-11-22,2022-11-22,2,Plateau,11,11
IBD025811,Woman Vs Co Wife,2022-11-22,2022-11-22,1,Bauchi,11,11
IBD025791,Auto Crash,2022-11-21,2022-11-21,2,Akwa Ibom,11,11
IBD025768,Auto Crash,2022-11-21,2022-11-21,5,Borno,11,11
IBD025782,Iswap Vs Boko Haram,2022-11-21,2022-11-21,50,Borno,11,11
IBD025759,Found Dead,2022-11-21,2022-11-21,1,Bayelsa,11,11
IBD025762,Inferno,2022-11-21,2022-11-21,3,Kano,11,11
IBD025767,Auto Crash,2022-11-21,2022-11-21,5,Kogi,11,11
IBD025769,Auto Crash,2022-11-21,2022-11-21,5,Yobe,11,11
IBD025743,Police Vs Gunmen,2022-11-20,2022-11-20,2,Enugu,11,11
IBD025739,Lady Vs Boyfriend,2022-11-20,2022-11-20,1,Lagos,11,11
IBD025753,Food Poisoning,2022-11-20,2022-11-20,11,Benue,11,11
IBD025781,Herdsmen Attack,2022-11-20,2022-11-20,2,Rivers,11,11
IBD025744,Mob Vs Man,2022-11-20,2022-11-20,1,Niger,11,11
